,tceid,ticid,planetNumber,planetCandidateCount,starTeffKelvin,starLoggCgs,orbitalPeriodDays,orbitalPeriodDays_err,planetRadiusEarthRadii,planetRadiusEarthRadii_err,ratioPlanetRadiusToStarRadius,ratioSemiMajorAxisToStarRadius,semiMajorAxisAu,starRadiusSolarRadii,transitDepthPpm,transitDepthPpm_err,transitDurationHours,transitEpochBtjd,transitEpochBtjd_err,transitIngressTimeHours,minImpactParameter,ws_mes,ws_mesphase,expectedtransitcount,chiSquare2,mes,maxses,equilibriumTempKelvin,InsolationFlux
36,00141484981-01,141484981,1,2,8130.0,4.36343,0.337461,1.3376500000000001e-05,2.1631,0.34975100000000003,0.0129132,2.77359,0.011923600000000001,1.53441,186.197,16.3957,0.96378,1325.53,0.000750425,0.012868200000000002,4.7781e-05,12.9413,0.16801,166,96.971,12.2619,2.82071,4069.57,64821.2
37,00141484981-02,141484981,2,2,8130.0,4.36343,0.33753299999999997,1.0427300000000001e-05,2.44329,1.7948,0.014585800000000001,2.4074299999999997,0.011925299999999998,1.53441,237.59799999999998,14.2938,1.12175,1325.35,0.000592677,0.017174599999999998,0.0015382,0.0,0.16806,167,134.287,13.8276,3.4562,4069.28,64802.7
38,00141526439-01,141526439,1,1,3609.0,4.7301400000000005,52.9183,0.0165697,2.06733,0.611583,0.036941,27.9398,0.22121,0.512624,1609.14,189.43599999999998,15.0062,1327.17,0.0121431,0.534884,0.0113748,1.8421,-1.65972,2,0.09339,9.92329,8.55219,242.424,0.8162510000000001
39,00141527579-01,141527579,1,1,3570.0,4.83196,15.0887,0.00237463,1.8596400000000002,1.80085,0.040081,57.8886,0.0914471,0.425,1892.02,284.994,2.0708900000000003,1328.94,0.00447033,0.0798334,0.0165767,2.77907,-3.00833,4,2.35458,7.324389999999999,4.68724,339.601,3.1434
40,00141606958-01,141606958,1,2,5204.23,4.77007,0.68779,4.03848e-05,1.7024299999999999,0.871337,0.018525200000000002,1.9777799999999999,0.017550299999999998,0.841791,390.785,44.0252,2.5702700000000003,1325.73,0.00156295,0.0647172,0.47214700000000004,10.0132,0.33915,82,71.0485,7.48128,6.421469999999999,1590.41,1512.0
41,00141606958-02,141606958,2,2,5204.23,4.77007,0.6876939999999999,4.4529399999999994e-05,1.55406,1.47576,0.0169107,2.62605,0.0175487,0.841791,335.423,39.8072,1.9876200000000002,1325.37,0.00164805,0.0387391,0.328546,5.38115,0.18056,82,71.3331,7.640289999999999,2.7962700000000003,1590.48,1512.28
42,00141607553-01,141607553,1,1,5993.82,4.3939,23.0009,0.00383591,4.55039,1.37988,0.0389419,61.0852,0.160191,1.07036,1740.42,215.733,2.92279,1348.12,0.00331109,0.114772,0.217016,4.64559,1.29583,2,0.06767999999999999,9.78358,7.24593,683.6619999999999,51.6282
43,00141608198-01,141608198,1,1,3275.0,4.438,9.01014,0.0009853989999999999,7.0510600000000005,1.13802,0.06458799999999999,30.4958,0.0847832,1.0,4415.46,388.959,1.8702599999999998,1329.82,0.00336206,0.1968,0.668773,3.22214,-1.25555,6,3.07266,12.3134,6.43091,496.305,14.3389
44,00141622065-01,141622065,1,1,6640.1,4.2352099999999995,1.46396,8.29094e-06,60.7015,10.9336,0.38971999999999996,2.1186,0.0273825,1.42674,161542.0,375.99699999999996,7.59691,1326.31,0.000172738,2.89889,0.513868,2.63665,0.5625,38,870.181,190.877,41.243,2114.96,4728.56
45,00141624979-01,141624979,1,1,4922.25,4.68056,30.3585,0.0123625,3.00358,1.11976,0.031029,36.0067,0.211856,0.886684,1016.62,163.274,5.01497,1349.41,0.00965995,0.27156199999999997,0.676109,2.55973,22.1305,2,6.10193,7.4705,6.804460000000001,444.344,9.21294
46,00141708335-01,141708335,1,1,3384.0,4.92123,4.76074,0.000573611,1.9600400000000002,0.346694,0.0547379,6.91224,0.0381883,0.32799999999999996,2579.54,181.13299999999998,2.88247,1328.66,0.00364936,0.712321,0.904493,3.01805,-1.02639,12,32.3031,14.4346,6.85645,437.61699999999996,8.66756
47,00141712167-01,141712167,1,1,5875.0,4.32736,0.433041,2.42148e-05,1.43353,2.19913,0.0112029,5.16026,0.0114448,1.17212,143.607,21.4618,0.623873,1325.72,0.00124647,0.00767377,0.29975300000000005,2.14311,0.17364000000000002,130,124.035,8.33531,3.40624,2623.5,11195.6
48,00141757920-01,141757920,1,2,7369.05,4.037719999999999,0.327665,1.79771e-05,3.61049,1.67383,0.0208047,2.37095,0.00932287,1.58965,465.74,58.3499,0.970269,1325.55,0.0008288260000000001,0.0285284,0.5279560000000001,12.2401,0.16512000000000002,171,84.2323,7.249639999999999,2.81009,4245.99,76813.6
49,00141757920-02,141757920,2,2,7369.05,4.037719999999999,0.327708,9.231010000000001e-06,4.66057,1.8107099999999998,0.026855599999999997,2.5912,0.00932369,1.58965,809.405,48.0083,1.02003,1325.39,0.00046590300000000004,0.028128800000000002,0.0126244,0.0,0.1625,172,134.495,12.7991,2.9403200000000003,4245.81,76800.1
50,00141769434-01,141769434,1,1,5463.0,4.407,23.5653,0.0045146,5.21226,5.3364,0.0471211,46.1663,0.15854100000000002,1.0132299999999999,2628.93,312.395,4.06611,1347.57,0.00364748,0.184662,0.0968195,4.16323,16.7042,2,2.4694,8.65076,6.89612,609.405,32.5945
51,00141770047-01,141770047,1,1,7675.0,4.39824,0.269432,2.0714000000000002e-05,3.1310700000000002,1.08949,0.0204179,2.41024,0.009937,1.40469,381.74199999999996,68.9649,0.446179,1325.37,0.000883933,0.04417,0.9,4.82285,0.05625,209,157.446,7.871410000000001,2.97951,4026.55,62123.0
52,00141770299-01,141770299,1,2,6227.0,4.26512,26.4166,0.0065191,11.175999999999998,11.1823,0.07647029999999999,16.8097,0.184745,1.3387200000000001,6645.87,382.4,12.5235,1328.18,0.00865134,0.955091,0.26887300000000003,5.67307,-2.40417,3,24.1231,19.8601,17.4778,739.655,70.7354
